,ModelingGroup,TownCode,NeighborhoodCode,PropertyAddress,Longitude,Latitude,DateofMostRecentSale,RepairCondition,Garage2Size
32460,SF,24,81,5157 W JARVIS AVE,-87.7573690106073,42.0152060252107,06/06/2019,2.0,7.0
32461,SF,24,81,5129  SHERWIN AVE,-87.7563834660306,42.0143049247555,09/24/2019,2.0,7.0
32462,SF,24,81,4947  SHERWIN AVE,-87.7521148438,42.0142692703805,06/06/2019,2.0,7.0
32463,SF,24,81,4923  SHERWIN AVE,-87.7512315384253,42.0142618720136,07/31/2019,2.0,7.0
32464,SF,24,81,4915  SHERWIN AVE,-87.7509370995776,42.0142593904766,02/04/2019,2.0,7.0
32465,SF,24,81,5148  JARLATH AVE,-87.7571276471976,42.013021860359,08/12/2019,2.0,7.0
32466,SF,24,81,5039  CHASE AVE,-87.754343982353,42.0133825153121,06/21/2019,2.0,7.0
32467,SF,24,81,5035  CHASE AVE,-87.754196656196,42.0133812507015,01/10/2019,2.0,7.0
32468,SF,24,81,5107  JARLATH AVE,-87.7556607485355,42.012487574145,08/28/2019,2.0,7.0
32469,SF,24,81,5027  JARLATH AVE,-87.7539274124451,42.0124747331955,07/26/2019,2.0,7.0
32470,SF,71,461,6010 W SHERWIN AVE,-87.7777081136151,42.0152614692322,08/22/2019,2.0,7.0
32471,SF,71,461,7337 N MCVICKER AVE,-87.7772073075491,42.0148003964846,08/07/2019,2.0,7.0
32472,SF,71,461,7307 N MCVICKER AVE,-87.7772273816168,42.0139745479532,08/12/2019,2.0,7.0
32473,SF,24,81,7836 N NORA AVE,-87.8055712841324,42.0236993996862,08/09/2019,2.0,7.0
32474,SF,24,81,7826 N NORA AVE,-87.8055861759662,42.0234251881639,02/13/2019,2.0,7.0
32475,SF,24,81,7825  NORA AVE,-87.804864966223,42.0234307059539,06/06/2019,2.0,7.0
32476,SF,24,81,7744  NEVA AVE,-87.8045251497983,42.0220920662171,05/15/2019,2.0,7.0
32477,SF,24,81,7746 N WAUKEGAN RD,-87.8034232604101,42.0219557171098,05/17/2019,2.0,7.0
32478,SF,24,81,7006 W DOBSON ST,-87.8011960690563,42.0201680358511,05/13/2019,2.0,7.0
32479,SF,24,81,7017 W DOBSON ST,-87.8015880081415,42.0196077871586,05/31/2019,2.0,7.0
32480,SF,24,81,7661 N NORA AVE,-87.8049455528628,42.0207828877708,06/10/2019,2.0,7.0
32481,SF,24,81,7600 N WAUKEGAN RD,-87.8031997155339,42.0191838579611,08/16/2019,2.0,7.0
32482,SF,24,81,6833 W OAKTON ST,-87.7972811388626,42.0260918588874,04/17/2019,2.0,7.0
32483,SF,24,81,7979  NORDICA AVE,-87.797735150819,42.0258062097896,03/05/2019,2.0,7.0
32484,SF,24,81,7941  NORDICA AVE,-87.7974973680998,42.0253633989197,02/28/2019,2.0,7.0
32485,SF,24,81,7859  NORDICA AVE,-87.7978544307333,42.0242678420789,05/08/2019,2.0,7.0
32486,SF,24,81,7847  NORDICA AVE,-87.7975923082996,42.0240487163407,03/26/2019,2.0,7.0
32487,SF,24,140,6634  WOODRIVER DR,-87.7927656078405,42.0243704544743,07/31/2019,2.0,7.0
32488,SF,24,81,7008  BIRCHWOOD AVE,-87.8012572219889,42.0183046471532,05/22/2019,2.0,7.0
32489,SF,24,81,6912  BIRCHWOOD AVE,-87.7989958323591,42.0183557612834,05/23/2019,2.0,7.0
32490,SF,24,81,6907  BIRCHWOOD AVE,-87.7988288533812,42.0177426047561,09/10/2019,2.0,7.0
32491,SF,24,13,7001  FARGO AVE,-87.8011203659408,42.0167962327294,07/01/2019,2.0,7.0
32492,SF,24,13,6936  NILES TERR,-87.800064151519,42.0155872339289,04/25/2019,2.0,7.0
32493,SF,24,13,7340  NORA AVE,-87.8057351896792,42.0147674501958,09/12/2019,2.0,7.0
32494,SF,24,13,7248  NORA AVE,-87.8057615281433,42.0131689850673,09/05/2019,2.0,7.0
32495,SF,24,13,7543  NORA AVE,-87.8048481646041,42.0184746734925,02/15/2019,2.0,7.0
32496,SF,24,13,6541  EBINGER DR,-87.7946184519937,42.0074230846131,08/30/2019,2.0,7.0
32497,SF,24,13,6710  FOREST VIEW LN,-87.7933168001973,42.0076574143089,08/06/2019,2.0,7.0
32498,SF,24,103,6939  LEXINGTON LN,-87.7872001384606,42.0076437782412,06/10/2019,2.0,7.0
32499,SF,71,410,6519 N NEVA AVE,-87.8050081634407,42.0005751815064,06/05/2019,2.0,7.0
32500,SF,71,410,6523 N NIXON AVE,-87.8037911753827,42.0007258806095,05/17/2019,2.0,7.0
32501,SF,71,410,6515 N NIXON AVE,-87.8037949879321,42.0004676833985,07/22/2019,2.0,7.0
32502,SF,71,410,6518 N SAYRE AVE,-87.8020676879114,42.0006046251049,09/18/2019,2.0,7.0
32503,MF,71,410,6508 N NEVA AVE,-87.8056044401684,42.0002630656189,09/04/2019,2.0,7.0
32504,MF,71,410,6500 N NEVA AVE,-87.805607551849,42.000051748499,02/05/2019,2.0,7.0
32505,SF,71,410,6469 N NORDICA AVE,-87.8025086191784,41.9995159001997,04/10/2019,2.0,7.0
32506,SF,71,410,6459 N NORDICA AVE,-87.8024921246666,41.9991855987433,09/05/2019,2.0,7.0
32507,SF,71,410,6442 N SAYRE AVE,-87.8017761777502,41.9991636373751,08/13/2019,2.0,7.0
32508,SF,71,410,6491 N NEWLAND AVE,-87.8001714287342,41.9998748749568,07/12/2019,2.0,7.0
32509,SF,71,410,6473 N NEWLAND AVE,-87.8000519034297,41.9993661245051,04/15/2019,2.0,7.0
32510,SF,71,410,6496 N NEWARK AVE,-87.7997624645448,41.9998566200029,05/22/2019,2.0,7.0
32511,SF,71,410,6469 N NEWARK AVE,-87.7989698571008,41.9990234050594,09/26/2019,2.0,7.0
32512,SF,71,410,6438 N NEW ENGLAND AVE,-87.7985334546208,41.9998015293323,04/15/2019,2.0,7.0
32513,SF,71,410,6410 N NEW ENGLAND AVE,-87.798529041114,41.9990601882772,01/22/2019,2.0,7.0
32514,SF,71,410,6433 N NEW ENGLAND AVE,-87.7979041935198,41.9996291878668,03/22/2019,2.0,7.0
32515,SF,71,410,6423 N NEW ENGLAND AVE,-87.7979035830082,41.9993729325108,05/23/2019,2.0,7.0
32516,SF,71,410,7109 W DEVON AVE,-87.8053253712099,41.9975278398604,04/08/2019,2.0,7.0
32517,SF,71,410,6377 N SAYRE AVE,-87.8006234513625,41.9977619129189,03/20/2019,2.0,7.0
32518,SF,71,410,6660 W IMLAY ST,-87.7947041301252,41.9993988238569,04/10/2019,2.0,7.0
32519,SF,71,410,6621 W ALBION AVE,-87.7932154361024,42.000706912005,07/19/2019,2.0,7.0
32520,SF,71,410,6538 N NATOMA AVE,-87.7927748185931,42.0002806565371,08/26/2019,2.0,7.0
32521,SF,71,410,6605 W IMLAY ST,-87.7926505137366,41.9988848822135,04/08/2019,2.0,7.0
32522,SF,71,410,6608 W SCHREIBER AVE,-87.7927645905778,41.9984984331003,01/10/2019,2.0,7.0
32523,SF,71,410,6544 W DEVON AVE,-87.7914220943075,41.9975914993091,02/08/2019,2.0,7.0
32524,SF,71,410,6518 W DEVON AVE,-87.7904792287963,41.9975974261499,06/10/2019,2.0,7.0
32525,SF,71,461,6349 W TOUHY AVE,-87.7862895766143,42.0116971956711,05/31/2019,2.0,7.0
32526,SF,71,461,6310 W FITCH AVE,-87.7848646097084,42.0113139557849,03/01/2019,2.0,7.0
32527,SF,71,461,6324 W ESTES AVE,-87.7853436610396,42.0104007920418,06/27/2019,2.0,7.0
32528,SF,71,461,7115 N MOBILE AVE,-87.784002125391,42.0106709477834,07/25/2019,2.0,7.0
32529,SF,71,461,6121 W TOUHY AVE,-87.780167333515,42.0116832277599,05/03/2019,2.0,7.0
32530,SF,71,461,7085 N CALDWELL AVE,-87.7861039990253,42.0095603907764,05/13/2019,2.0,7.0
32531,SF,71,461,6353 W ESTES AVE,-87.7863719791857,42.0099838079918,09/17/2019,2.0,7.0
32532,SF,71,461,7033 N LEOTI AVE,-87.7825133118761,42.0095119439391,05/30/2019,2.0,7.0
32533,SF,71,461,6904 N MCALPIN AVE,-87.7844978492344,42.0075903924208,04/30/2019,2.0,7.0
32534,SF,71,461,7087 N MCALPIN AVE,-87.7788982728838,42.0094652568508,08/14/2019,2.0,7.0
32535,SF,71,461,7023 N HIAWATHA AVE,-87.7786665677447,42.0085378985735,06/14/2019,2.0,7.0
32536,SF,71,461,7060 N MONON AVE,-87.7762690020441,42.0102400276485,03/22/2019,2.0,7.0
32537,SF,71,461,6860 N TONTY AVE,-87.7788733476027,42.0056855110832,07/16/2019,2.0,7.0
32538,SF,71,461,6900 N LEOTI AVE,-87.7811133848433,42.0068624692396,05/02/2019,2.0,7.0
32539,SF,71,461,7143 N MANKATO AVE,-87.7787821494795,42.0105880467047,05/02/2019,2.0,7.0
32540,SF,71,461,7132 N MCALPIN AVE,-87.7778204860961,42.0106345068227,01/24/2019,2.0,7.0
32541,SF,71,461,7106 N MELVINA AVE,-87.7822725227528,42.0104169402125,09/16/2019,2.0,7.0
32542,SF,24,103,6844  CONCORD LN,-87.7853771473166,42.0058946252362,08/28/2019,2.0,7.0
32543,SF,24,103,6837  LEXINGTON LN,-87.7859315163912,42.0059334348776,05/30/2019,2.0,7.0
32544,SF,71,461,5918 W FITCH AVE,-87.7750095828133,42.0112887127904,07/17/2019,2.0,7.0
32545,SF,71,461,5816 W GREENLEAF AVE,-87.7728586484983,42.0095326206021,05/20/2019,2.0,7.0
32546,SF,71,461,5923 W FITCH AVE,-87.7752492461699,42.0107522272882,07/16/2019,2.0,7.0
32547,SF,71,461,7062 N MASON AVE,-87.7745478237327,42.0095925210239,06/14/2019,2.0,7.0
32548,SF,71,461,6927 N TONTY AVE,-87.7752599967438,42.0066903982527,05/14/2019,2.0,7.0
32549,SF,71,461,6860 N WILDWOOD AVE,-87.7753268159134,42.0061118808312,02/15/2019,2.0,7.0
32550,SF,71,461,6916 N WILDWOOD AVE,-87.7727815055767,42.0073196882213,01/24/2019,2.0,7.0
32551,SF,71,461,6917 N WILDWOOD AVE,-87.7722657046895,42.0068092739349,01/23/2019,2.0,7.0
32552,SF,71,461,6801 N LORON AVE,-87.7723332623315,42.0044967775236,05/28/2019,2.0,7.0
32553,SF,71,461,6833 N TONTY AVE,-87.7796187024224,42.0046225344926,07/08/2019,2.0,7.0
32554,SF,71,461,6740 N WILDWOOD AVE,-87.7788862655525,42.0044227084033,04/25/2019,2.0,7.0
32555,SF,71,461,6757 N LOLETA AVE,-87.7710190728262,42.0034424064363,06/07/2019,2.0,7.0
32556,SF,71,461,6746 N KEOTA AVE,-87.7707739313535,42.0030089599996,09/06/2019,2.0,7.0
32557,SF,71,461,6716 N KEOTA AVE,-87.771360824975,42.0023113855222,02/05/2019,2.0,7.0
32558,SF,71,461,6700 N KEOTA AVE,-87.7716515711341,42.0019658540577,03/12/2019,2.0,7.0
32559,SF,71,461,6747 N KEOTA AVE,-87.7701797609899,42.0027320721917,08/26/2019,2.0,7.0
32560,SF,71,461,6612 N CHICORA AVE,-87.7704261789931,42.0017137115187,03/28/2019,2.0,7.0
32561,SF,71,461,6615 N LORON AVE,-87.7741336658205,42.0014322185763,05/24/2019,2.0,7.0
32562,SF,71,461,6575 N CALDWELL AVE,-87.7730839994918,42.0006169968837,05/01/2019,2.0,7.0
32563,SF,71,461,6455 N CALDWELL AVE,-87.768797143673,41.9986147392457,01/25/2019,2.0,7.0
32564,SF,24,140,7013  LOREL AVE,-87.7603210822644,42.0088172377507,09/23/2019,2.0,7.0
32565,SF,24,140,7003  LOREL AVE,-87.7603298085416,42.0084332278754,05/22/2019,2.0,7.0
32566,SF,24,101,5310  PRATT AVE,-87.7603164002688,42.0049619187485,06/21/2019,2.0,7.0
32567,SF,24,101,5303  COYLE AVE,-87.7602422368828,42.0072082796587,06/26/2019,2.0,7.0
32568,SF,24,101,6914  LOCKWOOD AVE,-87.7602487369251,42.0069493455619,07/17/2019,2.0,7.0
32569,SF,24,101,6910  LOCKWOOD AVE,-87.7602519594466,42.0068212497729,08/13/2019,2.0,7.0
32570,SF,71,463,6936 N CHICORA AVE,-87.7662861341142,42.0067979294749,04/12/2019,2.0,7.0
32571,SF,71,463,6917 N CHICORA AVE,-87.7656575701563,42.0061899045291,09/19/2019,2.0,7.0
32572,SF,71,463,6933 N CHICORA AVE,-87.765647459331,42.0066124994228,08/09/2019,2.0,7.0
32573,SF,71,463,6822 N MINNETONKA AVE,-87.7642361214123,42.0054989046016,09/25/2019,2.0,7.0
32574,SF,71,463,6817 N MINNETONKA AVE,-87.76358612344,42.0052619905314,01/23/2019,2.0,7.0
32575,SF,71,463,6849 N MINNETONKA AVE,-87.76356972145,42.0061054580727,09/19/2019,2.0,7.0
32576,SF,71,463,6923 N MINNETONKA AVE,-87.7635446058878,42.0071280013305,08/28/2019,2.0,7.0
32577,SF,71,463,6762 N CENTRAL AVE,-87.7622324383717,42.0045600500825,07/05/2019,2.0,7.0
32578,SF,71,463,5538 W LUNT AVE,-87.7664350200419,42.0081416133707,09/12/2019,2.0,7.0
32579,SF,24,101,7135  LARAMIE AVE,-87.7574785840306,42.011214035,05/21/2019,2.0,7.0
32580,SF,24,101,5116  FITCH AVE,-87.7559882100259,42.0112012373217,08/06/2019,2.0,7.0
32581,SF,24,101,7140  LECLAIRE AVE,-87.7554667370465,42.0111967741312,02/26/2019,2.0,7.0
32582,SF,24,101,5141  TOUHY AVE,-87.7568248617918,42.0115827121355,04/05/2019,2.0,7.0
32583,SF,24,101,5042  FITCH AVE,-87.7544974123311,42.011188415717,04/09/2019,2.0,7.0
32584,SF,24,101,4950  FITCH AVE,-87.752419489263,42.0111705140535,07/24/2019,2.0,7.0
32585,SF,24,101,5157  ESTES AVE,-87.7575040922286,42.0097874722157,01/16/2019,2.0,7.0
32586,SF,24,101,5122  FAIRVIEW LN,-87.7562893578774,42.0093924679607,05/07/2019,2.0,7.0
32587,SF,24,101,5131  LUNT AVE,-87.7566497884776,42.0079691760165,08/30/2019,2.0,7.0
32588,SF,24,101,4914  COYLE AVE,-87.7511272641481,42.0075383849922,03/13/2019,2.0,7.0
32589,SF,24,103,4836  COYLE AVE,-87.7496333318237,42.0075366642257,08/05/2019,2.0,7.0
32590,SF,24,101,5118  MORSE AVE,-87.7561973841422,42.0066759546183,05/29/2019,2.0,7.0
32591,SF,24,101,5131  MORSE AVE,-87.7565941752587,42.0061582191567,07/23/2019,2.0,7.0
32592,SF,24,101,4918  FARWELL AVE,-87.751351962236,42.0057405969364,03/19/2019,2.0,7.0
32593,SF,24,101,5046  PRATT AVE,-87.7548788409083,42.004852801443,08/07/2019,2.0,7.0
32594,SF,24,103,6817  LAMON AVE,-87.750136748906,42.0051685701942,09/24/2019,2.0,7.0
32595,MF,71,463,6770 N SAUGANASH AVE,-87.76369337641,42.0042287234252,07/25/2019,2.0,7.0
32596,MF,71,463,6764 N SAUGANASH AVE,-87.7634130644126,42.0040970297908,07/29/2019,2.0,7.0
32597,MF,71,463,6756 N SAUGANASH AVE,-87.7629926424924,42.003899713369,08/16/2019,2.0,7.0
32598,MF,71,463,6752 N SAUGANASH AVE,-87.7628525344477,42.0038339497657,08/13/2019,2.0,7.0
32599,SF,71,21,6772 N DOWAGIAC AVE,-87.7645163503197,42.0035180205173,01/07/2019,2.0,7.0
32600,SF,71,21,6711 N IONIA AVE,-87.7640217294066,42.0028127894854,06/11/2019,2.0,7.0
32601,SF,71,463,6715 N DOWAGIAC AVE,-87.7623516245412,42.0031518375645,07/03/2019,2.0,7.0
32602,SF,71,21,6748 N IONIA AVE,-87.7657972432289,42.0030177472169,08/19/2019,2.0,7.0
32603,SF,71,21,6714 N IONIA AVE,-87.7645536834619,42.0024369387954,04/11/2019,2.0,7.0
32604,SF,71,21,6636 N ALGONQUIN AVE,-87.7643647415852,42.0018951302701,08/27/2019,2.0,7.0
32605,SF,71,21,6633 N HIAWATHA AVE,-87.7659355964201,42.0015906871935,04/09/2019,2.0,7.0
32606,SF,71,21,6603 N HIAWATHA AVE,-87.7650041691221,42.0011558907324,07/26/2019,2.0,7.0
32607,SF,24,102,6623  RAMONA AVE,-87.759810450481,42.0013885647692,04/09/2019,2.0,7.0
32608,SF,24,102,6616 N MINNEHAHA AVE,-87.7595649899476,42.0009959913971,02/05/2019,2.0,7.0
32609,SF,71,21,6632 N HIAWATHA AVE,-87.7663470679638,42.0011111099773,06/21/2019,2.0,7.0
32610,SF,71,21,6500 N CENTRAL AVE,-87.7634705303436,41.9992007834798,06/25/2019,2.0,7.0
32611,SF,71,21,6556 N SPOKANE AVE,-87.7589717502931,41.9999707422609,06/28/2019,2.0,7.0
32612,SF,71,21,6548 N SPOKANE AVE,-87.7591242056161,41.9997878332225,09/20/2019,2.0,7.0
32613,SF,71,21,6462 N NOKOMIS AVE,-87.758326643286,41.9990268697925,07/23/2019,2.0,7.0
32614,SF,71,21,6443 N LEOTI AVE,-87.7648458321256,41.9989163705155,04/10/2019,2.0,7.0
32615,SF,71,21,6421 N LEOTI AVE,-87.7642220633825,41.9986253110498,02/05/2019,2.0,7.0
32616,SF,71,21,6520 N HIAWATHA AVE,-87.7619839905764,41.9991005423779,07/08/2019,2.0,7.0
32617,SF,71,21,6429 N TAHOMA AVE,-87.7623815434988,41.99883402632,06/06/2019,2.0,7.0
32618,MF,71,21,6422 N SPOKANE AVE,-87.7605578971411,41.9980677080161,06/18/2019,2.0,7.0
32619,SF,71,21,6804 N DOWAGIAC AVE,-87.7655975834955,42.0040162707737,06/10/2019,2.0,7.0
32620,SF,71,21,6826 N DOWAGIAC AVE,-87.7661902083836,42.004292856504,07/01/2019,2.0,7.0
32621,SF,71,21,6830 N DOWAGIAC AVE,-87.766308727524,42.0043481595888,04/29/2019,2.0,7.0
32622,SF,24,102,6755  MINNEHAHA AVE,-87.7575028342649,42.0044011879602,09/30/2019,3.0,7.0
32623,SF,24,102,6532  NOKOMIS AVE,-87.7571206865464,42.0004943845959,01/02/2019,2.0,7.0
32624,SF,24,102,6542  NAVAJO AVE,-87.7559481348229,42.00018513168,05/17/2019,2.0,7.0
32625,SF,24,102,6509  NOKOMIS AVE,-87.756956221587,41.9996616469162,04/18/2019,2.0,7.0
32626,SF,24,102,6427  LEROY AVE,-87.7540605399641,41.9979780617633,07/16/2019,2.0,7.0
32627,SF,71,21,5150 W DEVON AVE,-87.7569983572493,41.9976142614795,09/16/2019,2.0,7.0
32628,SF,71,21,6407 N NAVAJO AVE,-87.7572989798078,41.9975990424978,02/28/2019,2.0,7.0
32629,SF,24,102,6655  LEROY AVE,-87.7526931170087,42.0026279129667,08/07/2019,2.0,7.0
32630,SF,24,101,7008  KEATING AVE,-87.7471869250154,42.0084619760817,06/17/2019,2.0,7.0
32631,SF,24,101,7016  KENTON AVE,-87.7441457508412,42.008679119908,01/11/2019,2.0,7.0
32632,SF,24,101,7057  KENTON AVE,-87.7434428675654,42.0098791852989,09/23/2019,2.0,7.0
32633,SF,24,101,7017  KENTON AVE,-87.7434238502032,42.008563987071,06/11/2019,2.0,7.0
32634,SF,24,101,6900  KNOX AVE,-87.745325780437,42.0065109109993,04/11/2019,2.0,7.0
32635,SF,24,101,6930  KENTON AVE,-87.7443222104593,42.0073323364966,04/26/2019,2.0,7.0
32636,SF,24,101,6839  KILPATRICK AVE,-87.7457177195981,42.0056988250734,06/20/2019,2.0,7.0
32637,SF,24,101,6823  KILPATRICK AVE,-87.745731733414,42.0052044322763,05/29/2019,2.0,7.0
32638,SF,24,101,6836  KEATING AVE,-87.7476626282525,42.006077785015,03/13/2019,2.0,7.0
32639,SF,24,101,6832 N KILBOURN AVE,-87.7408062308886,42.0056746014132,09/27/2019,2.0,7.0
32640,SF,24,101,4440  GREENLEAF AVE,-87.7399356652133,42.0093024207438,08/13/2019,1.0,7.0
32641,SF,24,101,7142  KEDVALE AVE,-87.7325563327074,42.0111934466487,09/16/2019,2.0,7.0
32642,SF,24,101,4165  ESTES AVE,-87.7330907968688,42.0097493956154,03/27/2019,2.0,7.0
32643,SF,24,101,7045  KEDVALE AVE,-87.7318892377346,42.0094609231725,04/17/2019,2.0,7.0
32644,SF,24,101,7056  KEYSTONE AVE,-87.7301886568456,42.009744107886,09/17/2019,1.0,7.0
32645,SF,24,101,6902 N KARLOV AVE,-87.7314808945988,42.0064640463914,03/25/2019,1.0,7.0
32646,SF,24,101,6847  KILDARE AVE,-87.7356247499949,42.005925777386,01/08/2019,2.0,7.0
32647,SF,24,101,6835 N KEELER AVE,-87.7332094364776,42.0057264501087,04/17/2019,1.0,7.0
32648,SF,24,101,6858 N LINCOLN AVE,-87.7318883686215,42.0054288272455,08/15/2019,1.0,7.0
32649,SF,24,103,6720 N KILPATRICK AVE,-87.7461159996175,42.0033555608195,08/08/2019,2.0,7.0
32650,SF,24,103,4545  PRATT AVE,-87.7426891873875,42.0042337437139,09/09/2019,2.0,7.0
32651,SF,24,103,6619  CICERO AVE,-87.7478285331316,42.001525424317,04/09/2019,2.0,7.0
32652,SF,24,103,6633  KEATING AVE,-87.7466420047991,42.0018940865157,04/05/2019,2.0,7.0
32653,SF,24,103,6644  KNOX AVE,-87.7449342643021,42.0021955054059,02/05/2019,1.0,7.0
32654,SF,24,103,4517 W NORTH SHORE AVE,-87.7417128705886,42.0024708038129,07/05/2019,2.0,7.0
32655,SF,24,103,6628  KILBOURN AVE,-87.7412982283009,42.0017767783918,05/01/2019,2.0,7.0
32656,SF,24,103,6519  CICERO AVE,-87.7478766939326,41.9997810520192,07/11/2019,2.0,7.0
32657,SF,24,103,6557  KILPATRICK AVE,-87.7454604339648,42.0007118680769,09/09/2019,2.0,7.0
32658,SF,24,103,6550  KENTON AVE,-87.7437606130197,42.0005305126904,08/12/2019,2.0,7.0
32659,SF,24,101,6718 N KENNETH AVE,-87.7401049465843,42.0034604762245,07/17/2019,2.0,7.0
32660,SF,24,101,6735 N KENNETH AVE,-87.7395989208107,42.0038761240343,03/07/2019,2.0,7.0
32661,SF,24,103,6433  KENTON AVE,-87.7430910482356,41.9982931484936,09/30/2019,2.0,7.0
32662,SF,24,103,6437  KOLMAR AVE,-87.7418767631839,41.9984368126877,02/22/2019,2.0,7.0
32663,SF,24,103,6406  KILBOURN AVE,-87.7414101479834,41.9976249252866,07/24/2019,2.0,7.0
32664,SF,24,103,6418 N KILBOURN AVE,-87.7413998148619,41.9980092787697,08/15/2019,2.0,7.0
32665,SF,24,103,6445  KILBOURN AVE,-87.740656150088,41.9985237944521,08/26/2019,2.0,7.0
32666,SF,24,103,4434  DEVON AVE,-87.7394258228095,41.9975652095469,05/24/2019,2.0,7.0
32667,SF,24,101,4050  NORTH SHORE AVE,-87.7308143746873,42.0027545802463,05/15/2019,2.0,7.0
32668,SF,24,101,7158  EAST PRAIRIE RD,-87.726563108775,42.0111780434107,03/28/2019,2.0,7.0
32669,SF,24,101,3800  FITCH AVE,-87.7239525438596,42.0111180030847,08/27/2019,2.0,7.0
32670,SF,24,101,7165  EAST PRAIRIE RD,-87.7259616311858,42.0115356670608,01/23/2019,2.0,7.0
32671,SF,24,101,3902 W ESTES AVE,-87.7265473259095,42.0101011599489,08/14/2019,2.0,7.0
32672,SF,24,101,7057  HAMLIN AVE,-87.7234292116905,42.0095271748357,08/05/2019,2.0,7.0
32673,SF,24,101,7051  HAMLIN AVE,-87.7234318894353,42.0094042793791,08/07/2019,2.0,7.0
32674,SF,24,101,7062  HAMLIN AVE,-87.7241321306692,42.0095080076717,09/30/2019,2.0,7.0
32675,SF,24,101,7059 N EAST PRAIRIE RD,-87.7257943030768,42.0095056196554,09/09/2019,2.0,7.0
32676,SF,24,101,3919  GREENLEAF AVE,-87.7270364620042,42.0087639639315,06/24/2019,2.0,7.0
32677,MF,24,101,6832  HAMLIN AVE,-87.7242816951699,42.0053159440592,09/05/2019,2.0,7.0
32678,SF,24,101,6706 N HAMLIN AVE,-87.723864724209,42.0029638562848,06/12/2019,2.0,7.0
32679,SF,24,101,6725  AVERS AVE,-87.7243996409373,42.0034535391395,06/27/2019,2.0,7.0
32680,SF,24,101,6739  LAWNDALE AVE,-87.7212573294437,42.0040595341222,04/11/2019,2.0,7.0
32681,SF,24,101,3710  ALBION AVE,-87.7220689220218,42.0011652290175,06/17/2019,2.0,7.0
32682,SF,24,101,3907  ALBION AVE,-87.7268691027831,42.0006097792807,08/28/2019,2.0,7.0
32683,SF,24,101,3930  LOYOLA AVE,-87.7275760581131,42.0002229171972,07/24/2019,2.0,7.0
32684,SF,24,101,3703  ALBION AVE,-87.7217910882792,42.0006326985728,09/23/2019,2.0,7.0
32685,SF,24,101,6538  MONTICELLO AVE,-87.72070276322,42.0003186753372,07/09/2019,2.0,7.0
32686,SF,24,101,6717  TRUMBULL AVE,-87.7150877586277,42.0033174314223,08/06/2019,2.0,7.0
32687,SF,24,101,6624  DRAKE AVE,-87.7182336982379,42.0017121567139,02/05/2019,2.0,7.0
32688,SF,24,101,6610  ST LOUIS AVE,-87.7170305736258,42.0014093083838,07/19/2019,2.0,7.0
32689,SF,24,101,3478  ALBION AVE,-87.7163392135852,42.0011439920574,08/05/2019,2.0,7.0
32690,SF,24,101,6621  KIMBALL AVE,-87.7139005137171,42.0016593032002,06/13/2019,3.0,7.0
32691,SF,24,101,6512 N KIMBALL AVE,-87.7146439767895,41.9995660899038,02/04/2019,2.0,7.0
32692,SF,24,101,6543  CHRISTIANA AVE,-87.7127372414877,42.0003737055589,08/26/2019,2.0,7.0
32693,MF,24,101,6440 N DRAKE AVE,-87.7182933616138,41.9986609345052,03/28/2019,2.0,7.0
32694,SF,24,101,6415 N DRAKE AVE,-87.7176076470972,41.9977986808969,06/17/2019,2.0,7.0
32695,SF,24,101,6438 N TRUMBULL AVE,-87.7158642300862,41.9985415562291,06/06/2019,2.0,7.0
32696,SF,24,101,6437 N KIMBALL AVE,-87.7139461972718,41.9984514353403,09/30/2019,2.0,7.0
32697,SF,24,101,6427 N KIMBALL AVE,-87.7139434206132,41.9981947717956,05/02/2019,2.0,7.0
32698,SF,24,101,3303 W ARTHUR AVE,-87.7120710177695,41.9989383702837,02/25/2019,3.0,7.0
32699,MF,24,101,3301  PRATT AVE,-87.7119026899006,42.0043460008393,06/25/2019,2.0,7.0
32700,SF,75,40,2931 W FITCH AVE,-87.7033563368116,42.0108280162526,06/12/2019,2.0,7.0
32701,SF,75,40,2924 W ESTES AVE,-87.7031288315138,42.0104510064272,08/21/2019,2.0,7.0
32702,SF,75,40,2827 W FITCH AVE,-87.7008678980157,42.0108833489172,03/19/2019,2.0,7.0
32703,SF,75,40,2811 W FITCH AVE,-87.7002795049744,42.0108966249882,02/01/2019,2.0,7.0
32704,SF,75,40,2911 W ESTES AVE,-87.702668979524,42.0099420547789,01/04/2019,2.0,7.0
32705,SF,75,40,2920 W GREENLEAF AVE,-87.7030300364631,42.0095525249178,05/01/2019,2.0,7.0
32706,SF,75,40,2826 W GREENLEAF AVE,-87.7008915133384,42.009598801552,06/11/2019,2.0,7.0
32707,SF,75,40,2824 W GREENLEAF AVE,-87.7007738367029,42.0096013327647,06/11/2019,2.0,7.0
32708,SF,75,40,2837 W GREENLEAF AVE,-87.7012544204867,42.0090715020449,07/30/2019,2.0,7.0
32709,MF,75,40,2810 W LUNT AVE,-87.7003175407076,42.0087083331111,09/05/2019,2.0,7.0
32710,SF,75,40,2841 W GREENLEAF AVE,-87.7014015914498,42.0090683834806,09/23/2019,2.0,7.0
32711,SF,75,40,6905 N FRANCISCO AVE,-87.7019778420291,42.0068695963409,07/03/2019,2.0,7.0
32712,SF,75,40,2805 W COYLE AVE,-87.700082582884,42.0072900481146,07/18/2019,2.0,7.0
32713,SF,75,40,2842 W MORSE AVE,-87.7015112749965,42.0068792680964,09/26/2019,2.0,7.0
